GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Saffron,io.spicelabs.saffron.filesystem.xfs,XfsExtent.BtreeKey,6,0,0,0,1,0,1,0,1,0
Saffron,io.spicelabs.saffron.filesystem.xfs,XfsDirectoryEntry.LeafEntry,17,0,2,0,2,0,3,0,2,0
Saffron,io.spicelabs.saffron.filesystem.xfs,XfsFileSystemImpl.XfsRegularFile,73,43,1,1,12,12,5,6,4,6
Saffron,io.spicelabs.saffron.filesystem.xfs,XfsFileSystemImpl.XfsDirectory,63,191,2,22,12,36,6,17,4,7
Saffron,io.spicelabs.saffron.filesystem.xfs,XfsFileSystemImpl,404,996,74,78,84,189,66,46,10,26
Saffron,io.spicelabs.saffron.filesystem.xfs,XfsExtent.BtreeRoot,22,0,2,0,2,0,3,0,2,0
Saffron,io.spicelabs.saffron.filesystem.xfs,XfsDirectoryEntry.LeafBlock,9,0,0,0,1,0,1,0,1,0
Saffron,io.spicelabs.saffron.filesystem.xfs,XfsSuperblock,36,629,11,35,3,93,11,23,0,11
Saffron,io.spicelabs.saffron.filesystem.xfs,XfsFileSystemImpl.XfsSymbolicLink,91,78,4,8,17,20,10,7,6,5
Saffron,io.spicelabs.saffron.filesystem.xfs,XfsFileSystemImpl.XfsSpecialFile,154,12,20,0,31,5,20,1,10,1
Saffron,io.spicelabs.saffron.filesystem.xfs,XfsInode,54,376,16,18,7,53,16,15,5,9
Saffron,io.spicelabs.saffron.filesystem.xfs,XfsDirectoryEntry,130,370,30,38,29,78,26,14,1,5
Saffron,io.spicelabs.saffron.container.elf,ElfEntry,22,95,8,8,3,23,8,6,0,6
Saffron,io.spicelabs.saffron.container.elf,ElfHeader,96,917,26,106,31,151,35,75,11,33
Saffron,io.spicelabs.saffron.container.elf,ElfContainer,183,1166,81,118,71,235,85,72,4,30
Saffron,io.spicelabs.saffron.raw,RawDiskImpl,51,189,5,9,14,46,11,14,6,12
Saffron,io.spicelabs.saffron.gcp,GcpDiskImpl,71,214,8,8,21,54,14,11,7,10
Saffron,io.spicelabs.saffron.filesystem,ChunkedRegionStream.Segment,8,24,3,3,1,3,3,1,0,1
Saffron,io.spicelabs.saffron.filesystem,ChunkedRegionStream,10,270,2,20,1,56,2,14,1,4
Saffron,io.spicelabs.saffron.filesystem,FilesystemDetector,254,2843,45,223,55,594,41,133,1,39
Saffron,io.spicelabs.saffron.filesystem,FilesystemInfo,10,278,1,17,2,36,3,20,2,12
Saffron,io.spicelabs.saffron.adapter,ByteArrayInputStreamSource,105,37,9,5,15,11,12,2,5,2
Saffron,io.spicelabs.saffron.adapter,InputStreamSource,3,0,0,0,2,0,2,0,2,0
Saffron,io.spicelabs.saffron.adapter,FileInputStreamSource,29,48,2,4,9,11,6,4,4,3
Saffron,io.spicelabs.saffron.adapter,FileInputStreamSource.ChannelInputStream,24,46,1,1,5,12,4,4,3,4
Saffron,io.spicelabs.saffron.adapter,VirtualDiskInputStreamSource,33,49,5,5,6,14,6,5,1,5
Saffron,io.spicelabs.saffron.adapter,VirtualDiskInputStreamSource.VirtualDiskRegionInputStream,88,104,21,15,19,24,18,6,3,3
Saffron,io.spicelabs.saffron.vmdk.sparse,SparseExtentHeader,21,262,5,13,3,36,7,16,3,11
Saffron,io.spicelabs.saffron.exception,ChecksumException,0,25,0,0,0,8,0,4,0,4
Saffron,io.spicelabs.saffron.exception,SaffronException.InvalidDiskException,6,14,0,0,2,6,1,3,1,3
Saffron,io.spicelabs.saffron.exception,EncryptedDiskException,0,19,0,0,0,7,0,3,0,3
Saffron,io.spicelabs.saffron.exception,CorruptedDiskException,12,28,0,0,4,10,1,4,1,4
Saffron,io.spicelabs.saffron.exception,InvalidMagicException,0,47,0,4,0,8,0,6,0,4
Saffron,io.spicelabs.saffron.exception,ResourceLimitException,0,64,0,0,0,13,0,6,0,6
Saffron,io.spicelabs.saffron.exception,SaffronException,11,26,0,0,4,10,2,4,2,4
Saffron,io.spicelabs.saffron.exception,SaffronException.UnsupportedDiskException,11,9,0,0,4,4,2,2,2,2
Saffron,io.spicelabs.saffron.exception,UnsupportedVersionException,0,23,0,0,0,8,0,4,0,4
Saffron,io.spicelabs.saffron.vhdx.header,VhdxFileIdentifier,0,113,3,11,0,27,3,8,0,4
Saffron,io.spicelabs.saffron.vhdx.header,VhdxHeader,31,197,8,8,7,41,6,7,0,5
Saffron,io.spicelabs.saffron.vdi.header,VdiHeader,21,386,8,18,4,63,8,14,0,9
Saffron,io.spicelabs.saffron.vdi.header,VdiHeader.ImageType,0,80,0,4,0,15,0,7,0,5
Saffron,io.spicelabs.saffron.filesystem.jffs2,Jffs2FileSystemImpl.Jffs2Directory,24,137,0,12,5,23,5,11,5,5
Saffron,io.spicelabs.saffron.filesystem.jffs2,Jffs2FileSystemImpl.new InputStream() {...},36,156,7,9,7,28,7,4,1,2
Saffron,io.spicelabs.saffron.filesystem.jffs2,Jffs2FileSystemImpl.Jffs2RegularFile,44,27,2,0,7,8,7,4,6,4
Saffron,io.spicelabs.saffron.filesystem.jffs2,Jffs2FileSystemImpl,411,1226,90,115,99,257,83,63,10,27
Saffron,io.spicelabs.saffron.filesystem.jffs2,Jffs2Node,20,52,4,8,4,9,3,6,1,2
Saffron,io.spicelabs.saffron.filesystem.jffs2,Jffs2FileSystemImpl.ScanResult,0,21,0,0,0,1,0,1,0,1
Saffron,io.spicelabs.saffron.filesystem.jffs2,Jffs2Node.InodeFragment,0,24,0,0,0,1,0,1,0,1
Saffron,io.spicelabs.saffron.filesystem.jffs2,Jffs2Superblock,2,98,2,10,1,22,2,7,0,3
Saffron,io.spicelabs.saffron.filesystem.jffs2,Jffs2FileSystemImpl.Jffs2SpecialFile,174,21,10,0,31,7,18,2,12,2
Saffron,io.spicelabs.saffron.filesystem.jffs2,Jffs2FileSystemImpl.Jffs2Symlink,41,61,5,3,7,17,9,5,5,5
Saffron,io.spicelabs.saffron.filesystem.jffs2,Jffs2Node.Dirent,0,18,0,0,0,1,0,1,0,1
Saffron,io.spicelabs.saffron.filesystem.jffs2,Jffs2Node.InodeMeta,0,24,0,0,0,1,0,1,0,1
Saffron,io.spicelabs.saffron.filesystem.exfat,ExFatFileSystemImpl.DirectoryIterator,0,17,0,0,0,5,0,3,0,3
Saffron,io.spicelabs.saffron.filesystem.exfat,ExFatFileSystemImpl.ExFatDirectory,74,56,2,0,14,14,9,5,8,5
Saffron,io.spicelabs.saffron.filesystem.exfat,ExFatBootSector,70,309,11,15,9,48,11,17,3,12
Saffron,io.spicelabs.saffron.filesystem.exfat,ExFatFileSystemImpl,283,592,49,35,60,123,39,31,4,24
Saffron,io.spicelabs.saffron.filesystem.exfat,ExFatDirectoryEntry,153,421,28,28,30,82,25,12,3,6
Saffron,io.spicelabs.saffron.filesystem.exfat,ExFatFileSystemImpl.ExFatFile,104,83,7,3,18,16,10,6,5,6
Saffron,io.spicelabs.saffron.container.dmg,DmgContainer.ParsedFooter,0,12,0,0,0,1,0,1,0,1
Saffron,io.spicelabs.saffron.container.dmg,DmgContainer,143,376,28,26,41,70,33,14,8,12
Saffron,io.spicelabs.saffron.container.dmg,DmgContainer.DmgEntry,14,40,2,2,3,11,3,4,1,4
Saffron,io.spicelabs.saffron.vhdx,VhdxDiskImpl.VhdxInputStream,117,0,8,0,26,0,9,0,5,0
Saffron,io.spicelabs.saffron.vhdx,VhdxDiskImpl,286,699,38,64,60,172,49,30,15,13
Saffron,io.spicelabs.saffron.container.devicetree,DeviceTreeProperty,7,53,1,3,2,14,3,5,2,4
Saffron,io.spicelabs.saffron.container.devicetree,DeviceTreeNode,0,58,0,0,0,14,0,8,0,8
Saffron,io.spicelabs.saffron.container.devicetree,DeviceTreeBlob,105,801,57,95,48,200,56,40,1,15
Saffron,io.spicelabs.saffron.common,UnicodeSecurityUtils,15,309,20,74,2,58,17,43,0,13
Saffron,io.spicelabs.saffron.common,ByteUtils,167,412,23,13,21,28,22,11,6,9
Saffron,io.spicelabs.saffron.common,SecurityUtils,52,385,18,56,11,63,16,30,0,9
Saffron,io.spicelabs.saffron.common,PathSecurity,123,166,41,41,31,28,32,15,2,4
Saffron,io.spicelabs.saffron.vhd,VhdDiskImpl,111,536,19,43,25,122,24,31,7,17
Saffron,io.spicelabs.saffron.vhd,VhdDiskImpl.VhdInputStream,39,78,4,4,8,18,5,4,2,3
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsInode,82,144,14,0,9,24,16,3,9,3
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsTreeReader.LeafItem,0,12,0,0,0,1,0,1,0,1
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsFileSystemImpl.BtrfsSymlink,163,42,13,1,40,11,17,3,10,3
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsKey,85,34,20,0,23,6,20,2,3,2
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsTreeReader.NodeHeader,0,37,0,2,0,2,0,3,0,2
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsFileSystemImpl.BtrfsDirectory,119,155,5,12,28,28,11,12,7,6
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsFileSystemImpl.TreeObjectKey,0,9,0,0,0,1,0,1,0,1
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsFileSystemImpl.BtrfsLogicalStream,23,136,5,7,5,28,5,6,1,4
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsChunkTree,24,278,6,18,7,61,8,11,2,5
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsChunkTree.Stripe,0,9,0,0,0,1,0,1,0,1
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsTreeReader.KeyPtr,0,12,0,0,0,1,0,1,0,1
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsSuperblock,226,350,10,14,17,57,12,6,3,3
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsFileSystemImpl.ZeroInputStream,59,0,4,0,14,0,6,0,4,0
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsFileSystemImpl,525,822,76,68,122,174,71,43,16,25
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsDirectoryEntry,49,76,16,0,14,13,16,3,4,3
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsChunkTree.Chunk,0,21,0,0,0,1,0,1,0,1
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsFileSystemImpl.BtrfsSpecialFile,169,0,9,0,46,0,18,0,12,0
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsTreeReader.SearchResult,0,12,0,0,0,1,0,1,0,1
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsFileSystemImpl.BtrfsRegularFile,107,61,3,3,27,12,9,6,7,5
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsFileSystemImpl.BtrfsFileInputStream,85,331,15,35,16,67,14,18,1,6
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsTreeReader,198,487,37,41,37,101,29,24,3,11
Saffron,io.spicelabs.saffron.filesystem.btrfs,BtrfsExtentData,35,141,10,7,8,21,9,7,2,4
Saffron,io.spicelabs.saffron,VirtualDisk.Snapshot,0,18,0,0,0,1,0,1,0,1
Saffron,io.spicelabs.saffron,DiskFormat.Family,0,45,0,0,0,8,0,1,0,1
Saffron,io.spicelabs.saffron,SaffronProbe.PrefixRegion,10,41,3,3,1,8,3,3,0,3
Saffron,io.spicelabs.saffron,SecurityPolicy.Builder,30,67,0,0,12,17,6,5,6,5
Saffron,io.spicelabs.saffron,SaffronProbe.Result,0,12,0,0,0,2,0,2,0,2
Saffron,io.spicelabs.saffron,BlockDevice,8,0,0,0,3,0,3,0,3,0
Saffron,io.spicelabs.saffron,SaffronProbe.Kind,0,201,0,0,0,13,0,1,0,1
Saffron,io.spicelabs.saffron,SecurityPolicy,43,65,6,6,7,10,7,3,1,3
Saffron,io.spicelabs.saffron,DiskReader,59,116,13,15,12,31,10,23,2,14
Saffron,io.spicelabs.saffron,DiskFormat,11,455,18,71,5,76,18,38,0,9
Saffron,io.spicelabs.saffron,SaffronProbe,24,460,27,99,14,100,27,56,0,9
Saffron,io.spicelabs.saffron.container.fit,FitEntry,0,32,0,0,0,9,0,5,0,5
Saffron,io.spicelabs.saffron.container.fit,FitContainer,65,269,11,33,17,59,15,21,4,10
Saffron,io.spicelabs.saffron.container.linuxkernel,LinuxKernelContainer.SlicedEntry,16,26,0,0,4,7,2,3,2,3
Saffron,io.spicelabs.saffron.container.linuxkernel,LinuxKernelContainer.CountingInputStream,14,43,2,2,3,13,3,4,1,4
Saffron,io.spicelabs.saffron.container.linuxkernel,LinuxKernelContainer.KernelPayloadEntry,12,24,0,0,3,4,1,4,1,4
Saffron,io.spicelabs.saffron.container.linuxkernel,LinuxKernelContainerFactory.KernelType,0,39,0,0,0,2,0,1,0,1
Saffron,io.spicelabs.saffron.container.linuxkernel,LinuxKernelContainer.BytesEntry,17,20,0,0,4,6,2,3,2,3
Saffron,io.spicelabs.saffron.container.linuxkernel,KernelDecompressor,74,701,23,64,17,129,23,40,0,16
Saffron,io.spicelabs.saffron.container.linuxkernel,LinuxKernelContainer,368,1200,74,133,90,227,64,89,6,40
Saffron,io.spicelabs.saffron.container.linuxkernel,KernelDecompressor.CompressionType,12,63,6,2,6,5,6,3,0,2
Saffron,io.spicelabs.saffron.container.linuxkernel,LinuxKernelContainerFactory,23,217,19,33,6,34,19,12,1,4
Saffron,io.spicelabs.saffron.vdi,VdiDiskImpl,98,476,23,33,18,107,22,26,4,16
Saffron,io.spicelabs.saffron.vdi,VdiDiskImpl.VdiInputStream,61,56,6,2,13,13,7,2,3,2
Saffron,io.spicelabs.saffron.vhd.dynamic,VhdDynamicHeader,26,156,6,6,4,34,6,6,0,6
